step_id,candidate_id,base_x,base_y,base_z,base_yaw,x,y,z,yaw,dx,dy,dyaw,distance_to_robot,is_valid,is_reachable,collision_risk,collision_penalty,path_cost,path_cost_method,visible_unknown_cells,information_gain,information_gain_method,score,selected_by_classical,failure_reason
3,16,0.3578,-2.1688,0.5967,0.1396,-2.7441,-3.9959,0.5967,-2.6093,-3.1019,-1.8271,-2.7489,3.6,True,True,False,0.0,5.8456,astar_bev_grid_unknown_penalty,437,437,real_sensor_bev_unknown_visibility,435.8309,False,
3,17,0.3578,-2.1688,0.5967,0.1396,-0.5436,-5.6541,0.5967,-1.8239,-0.9014,-3.4853,-1.9635,3.6,True,True,False,0.0,6.4328,astar_bev_grid_unknown_penalty,136,136,real_sensor_bev_unknown_visibility,134.7134,False,
3,18,0.3578,-2.1688,0.5967,0.1396,2.1849,-5.2707,0.5967,-1.0385,1.8271,-3.1019,-1.1781,3.6,True,True,False,0.0,6.0856,astar_bev_grid_unknown_penalty,305,305,real_sensor_bev_unknown_visibility,303.7829,False,
3,19,0.3578,-2.1688,0.5967,0.1396,3.8431,-3.0702,0.5967,-0.2531,3.4853,-0.9014,-0.3927,3.6,True,True,False,0.0,5.9528,astar_bev_grid_unknown_penalty,54,54,real_sensor_bev_unknown_visibility,52.8094,False,
3,20,0.3578,-2.1688,0.5967,0.1396,3.4596,-0.3417,0.5967,0.5323,3.1019,1.8271,0.3927,3.6,True,True,False,0.0,4.6456,astar_bev_grid_unknown_penalty,3,3,real_sensor_bev_unknown_visibility,2.0709,False,
3,21,0.3578,-2.1688,0.5967,0.1396,1.2591,1.3165,0.5967,1.3177,0.9014,3.4853,1.1781,3.6,True,True,False,0.0,6.2299,astar_bev_grid_unknown_penalty,122,122,real_sensor_bev_unknown_visibility,120.754,False,
3,22,0.3578,-2.1688,0.5967,0.1396,-1.4694,0.9331,0.5967,2.1031,-1.8271,3.1019,1.9635,3.6,True,True,False,0.0,6.0856,astar_bev_grid_unknown_penalty,331,331,real_sensor_bev_unknown_visibility,329.7829,False,
3,23,0.3578,-2.1688,0.5967,0.1396,-3.1276,-1.2674,0.5967,2.8885,-3.4853,0.9014,2.7489,3.6,True,True,False,0.0,6.1928,astar_bev_grid_unknown_penalty,237,237,real_sensor_bev_unknown_visibility,235.7614,False,
4,0,0.3863,-2.084,0.5967,0.1396,-0.4754,-2.5916,0.5967,-2.6093,-0.8616,-0.5075,-2.7489,1.0,True,True,False,0.0,1.1671,astar_bev_grid_unknown_penalty,749,749,real_sensor_bev_unknown_visibility,748.7666,True,
4,1,0.3863,-2.084,0.5967,0.1396,0.1359,-3.0522,0.5967,-1.8239,-0.2504,-0.9681,-1.9635,1.0,True,True,False,0.0,1.5628,astar_bev_grid_unknown_penalty,743,743,real_sensor_bev_unknown_visibility,742.6874,False,
4,2,0.3863,-2.084,0.5967,0.1396,0.8938,-2.9456,0.5967,-1.0385,0.5075,-0.8616,-1.1781,1.0,True,True,False,0.0,1.5071,astar_bev_grid_unknown_penalty,742,742,real_sensor_bev_unknown_visibility,741.6986,False,
4,3,0.3863,-2.084,0.5967,0.1396,1.3544,-2.3344,0.5967,-0.2531,0.9681,-0.2504,-0.3927,1.0,False,False,True,76.0,,astar_bev_grid_unknown_penalty,0,0,real_sensor_bev_unknown_visibility,-475.8,False,occupied_cell;collision_margin_occupied;astar_unreachable
4,4,0.3863,-2.084,0.5967,0.1396,1.2479,-1.5765,0.5967,0.5323,0.8616,0.5075,0.3927,1.0,False,True,True,24.0,1.1071,astar_bev_grid_unknown_penalty,0,0,real_sensor_bev_unknown_visibility,-224.2214,False,collision_margin_occupied
4,5,0.3863,-2.084,0.5967,0.1396,0.6366,-1.1159,0.5967,1.3177,0.2504,0.9681,1.1781,1.0,True,True,False,0.0,1.5043,astar_bev_grid_unknown_penalty,745,745,real_sensor_bev_unknown_visibility,744.6991,False,
4,6,0.3863,-2.084,0.5967,0.1396,-0.1213,-1.2224,0.5967,2.1031,-0.5075,0.8616,1.9635,1.0,True,True,False,0.0,1.4071,astar_bev_grid_unknown_penalty,747,747,real_sensor_bev_unknown_visibility,746.7186,False,
4,7,0.3863,-2.084,0.5967,0.1396,-0.5819,-1.8336,0.5967,2.8885,-0.9681,0.2504,2.7489,1.0,True,True,False,0.0,1.2228,astar_bev_grid_unknown_penalty,745,745,real_sensor_bev_unknown_visibility,744.7554,False,
